Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-01-02,170.5896453857422,171.7937396125908,169.55164185979788,171.37853820221306,121465900
2015-01-05,167.50885009765625,169.7094124002523,167.20160512320268,169.54333437814066,169632600
2015-01-06,165.93104553222656,168.33920788655956,165.13385349984176,167.81605021934024,209151400
2015-01-07,167.9987335205078,168.33920159823194,166.81126398675295,167.2596757769494,125346700
2015-01-08,170.9799041748047,171.19581697776195,169.3938447097477,169.41044364002198,147217800
2015-01-09,169.60971069335938,171.41168259857324,168.99520828157452,171.3950710007043,158567300
2015-01-12,168.2810821533203,169.90037736326255,167.67489180198814,169.74259884160148,144396100
2015-01-13,167.80780029296875,170.63116476055004,166.50406180754823,169.50181643932927,214553300
2015-01-14,166.79469299316406,166.99399421006802,164.89307631509837,165.78990011381592,192991100
2015-01-15,165.26673889160156,167.74963470481038,165.1504830274808,167.43409031416195,176613900
2015-01-16,167.43408203125,167.5918605542384,164.8764404761802,165.05913006375218,211879600
2015-01-20,167.79115295410156,168.33922172950153,166.22169249432056,168.0734868065421,130991100
2015-01-21,168.63821411132812,169.1198492900186,166.86115250006287,167.32617607371105,122942700
2015-01-22,171.14601135253906,171.27886616224333,168.0153894461542,169.3938610482265,174356000
2015-01-23,170.20765686035156,171.14601604559238,170.0747893760635,170.88858054318155,117516800
2015-01-26,170.60617065429688,170.69751542519236,169.27753441601305,169.99168098730456,92009700
2015-01-27,168.3558349609375,169.50178198222102,167.52543232505212,168.5468240193283,134044600
2015-01-28,166.19674682617188,169.64291194582583,166.00575780939621,169.54326770593173,168514300
2015-01-29,167.7329864501953,167.99040916855333,164.9843438443767,166.39603807048925,173585400
2015-01-30,165.6238555908203,167.88255248867736,165.35813325215972,166.55391545348905,197729700
2015-02-02,167.67494201660156,167.7662868369747,164.303508471643,166.12209274119994,163107000
2015-02-03,170.09970092773438,170.10801306486388,168.1980841533659,168.57176286691228,124212900
2015-02-04,169.45196533203125,170.54810292890306,168.99524133333466,169.33570946608478,134306700
2015-02-05,171.16259765625,171.31207672868194,170.04156163223797,170.1162948329842,97953200
2015-02-06,170.6892547607422,172.09263716397587,170.1660970747955,171.52795681437757,125672000
2015-02-09,169.92527770996094,170.76397972317702,169.51837589928564,170.04153356001996,87219000
2015-02-10,171.7355499267578,171.99297269079014,169.96678843449558,170.96328163466086,96164200
2015-02-11,171.835205078125,172.2670179808579,170.92176981461634,171.56948283324658,91087800
2015-02-12,173.48770141601562,173.54583567729958,171.86841895725738,172.63238779239109,97545900
2015-02-13,174.20187377929688,174.2516959129132,173.35485949500125,173.6122949702512,93670400
2015-02-17,174.4758758544922,174.65026596077396,173.63717386183822,173.88628448375928,76968200
2015-02-18,174.4925079345703,174.56724112991867,173.83648276400965,174.10221768649967,80652900
2015-02-19,174.36793518066406,174.73331435364972,173.7534453633138,173.89461228543314,91462500
2015-02-20,175.41429138183594,175.4890245925324,173.3299722521773,173.95277434986343,140896400
2015-02-23,175.3893585205078,175.3893585205078,174.78315543099953,175.16514624533434,74411100
2015-02-24,175.88760375976562,176.0869049805219,175.01567834149998,175.3146238371642,72472300
2015-02-25,175.73809814453125,176.24464421388257,175.39763005329206,175.7630092077012,73061700
2015-02-26,175.53054809570312,175.8045825404924,174.9243449280142,175.6468039809827,72697900
2015-02-27,174.93263244628906,175.69660139502935,174.88281031260112,175.43086645410784,108076000
2015-03-02,176.03704833984375,176.0951699318348,174.98243351032423,175.03225563801308,87491400
2015-03-03,175.31459045410156,176.086871450403,174.45097733715266,175.60523642849265,110325800
2015-03-04,174.5755615234375,174.79147434157974,173.60399185461756,174.71672846633203,114497200
2015-03-05,174.7665557861328,175.0488896598261,174.26000963818214,174.8994105866747,76873000
2015-03-06,172.30857849121094,174.33476332106056,171.97642244442355,173.90295032348416,188128000
2015-03-09,173.0227508544922,173.379818023781,172.3501265246651,172.50790510493422,89818900
2015-03-10,170.21592712402344,171.7355654536372,170.17440445843954,171.65253279340791,157121300
2015-03-11,169.81732177734375,170.6477243288222,169.73427645382097,170.47333421779928,110145700
2015-03-12,171.9763946533203,172.04281571519147,170.39862200869325,170.44844414056607,93993500
2015-03-13,170.9217987060547,172.66563686984932,169.88379527369824,171.70237931453718,162410900
2015-03-16,173.2054443359375,173.29678916490437,170.94674735688687,171.65259491444385,136099200
2015-03-17,172.69053649902344,173.07251461307354,171.87673279859945,172.46632424107491,94510400
2015-03-18,174.7665557861328,175.43917993796543,171.57779982527737,172.21721344470942,228808500
2015-03-19,173.96934509277344,174.77483663026706,173.57905485621723,174.35133586484864,117917300
2015-03-20,175.5049591064453,176.01376634142156,174.7375799979974,174.92108508126748,177715100
2015-03-23,175.16297912597656,176.088841096171,175.16297912597656,175.51330355692855,71784500
2015-03-24,174.17874145507812,175.49662318585436,174.1120111717793,175.0378731703627,77805300
2015-03-25,171.6263427734375,174.62080514368165,171.58464748611448,174.3872555336764,159521700
2015-03-26,171.2176513671875,172.1351641310568,170.25841785757385,170.95907947257433,153067200
2015-03-27,171.60968017578125,171.7848360301773,170.90901857569716,171.10087291003566,118939000
2015-03-30,173.70323181152344,174.0035116169121,172.6272365999199,172.64390961925017,96180400
2015-03-31,172.18524169921875,173.5782159563414,172.12686064447558,172.87755420690462,126768700
2015-04-01,171.57630920410156,172.17686901889715,170.5837169344394,172.15184675390566,137303600
2015-04-02,172.1935272216797,172.64394064696353,171.32604641576557,171.50955148134364,86900900
2015-04-06,173.35296630859375,173.87011008819428,171.16760365028182,171.30105148767876,114368200
2015-04-07,172.8942108154297,174.12868927369874,172.8608520365578,173.37799583782578,81236300
2015-04-08,173.47804260253906,173.92011949792763,172.72734934970873,173.1193817252416,89351900
2015-04-09,174.2454376220703,174.47898722119766,172.81911776507818,173.3112392255609,85548900
2015-04-10,175.1963348388672,175.23804285485818,174.29550787645925,174.49568598921678,72722900
2015-04-13,174.40390014648438,175.68843551975615,174.3538556278499,175.05450434372696,74436600
2015-04-14,174.7375946044922,174.92109970310165,173.57818296918722,174.20376506149208,75099900
2015-04-15,175.52166748046875,176.03047481791884,175.12129845792657,175.2047145043945,99529300
2015-04-16,175.4716033935547,175.9804106743164,174.98781837844513,175.188009231163,68934900
2015-04-17,173.4530487060547,174.5207077292204,172.66898382677687,174.27882160119827,191113200
2015-04-20,175.037841796875,175.37148042606813,174.2954850285471,174.37888832209643,92189500
2015-04-21,174.82936096191406,175.88033437809258,174.52908102479145,175.72185153245826,72559800
2015-04-22,175.68846130371094,175.8719663839666,174.24544292465518,175.17130483776364,78264600
2015-04-23,176.1305694580078,176.7811738659995,175.17133587263456,175.28811069644075,102585900
2015-04-24,176.5392303466797,176.80615143504272,176.08881691943958,176.5475795853773,61327400
2015-04-27,175.80516052246094,177.23147980963725,175.61330628536052,177.10636854847917,79358100
2015-04-28,176.36404418945312,176.41408870304048,174.60407333915512,175.78017031844107,86863500
2015-04-29,175.63844299316406,176.23899012204748,174.82935576241024,175.47161091166774,125684900
2015-04-30,173.87844848632812,175.45491471931282,173.17778692805777,175.0628822890601,161304900
2015-05-01,175.7634735107422,175.80518151193894,174.56235435024817,174.66244337112434,103399700
2015-05-04,176.2639923095703,176.84786630363269,176.08048723607948,176.1889127958706,70927200
2015-05-05,174.2454376220703,176.38076824301814,174.1036405602786,176.02209460525205,113326200
2015-05-06,173.5281219482422,175.10458827756923,172.46046288539105,174.7959718581904,135060200
2015-05-07,174.22042846679688,174.64583241167458,173.09438839932545,173.42802707246523,88244900
2015-05-08,176.51425170898438,176.71444257473144,175.81360277012138,175.8970188127246,155877300
2015-05-11,175.6717987060547,176.7394578259872,175.59673190719238,176.4725494097544,75708100
2015-05-12,175.14627075195312,175.68844944429148,174.01188157217368,174.83765437758237,119727600
2015-05-13,175.17962646484375,176.18055500915187,174.94607689542175,175.5549730780222,94667900
2015-05-14,177.00631713867188,177.0980696588421,175.92197264415918,176.19723020466984,95934000
2015-05-15,177.1981964111328,177.33999347658244,176.7144114497464,177.1981964111328,76510100
2015-05-18,177.74874877929688,177.9989714603012,176.9646837721458,177.03141406291414,74549700
2015-05-19,177.6903076171875,178.14073377788276,177.40671350267456,177.86547617467969,72114600
2015-05-20,177.565185546875,178.31587879919937,177.2482199513393,177.79038588607386,76857500
2015-05-21,178.08238220214844,178.29090958177625,177.2566091969219,177.4234412826251,64764600
2015-05-22,177.65692138671875,178.1156712603237,177.59019112405892,177.69861666432195,57433500
2015-05-26,175.7468719482422,177.59025957317027,175.32981719149387,177.16485557568626,124308600
2015-05-27,177.4150848388672,177.64863447636824,175.79691040225237,176.2056286316295,93214000
2015-05-28,177.21490478515625,177.32333036228331,176.52259239311178,177.10646648052864,74974600
2015-05-29,176.11387634277344,177.1898719794777,175.8469679255874,177.1481766871835,124919600
2015-06-01,176.4724884033203,177.1147433193381,175.68007448648655,176.78110473251058,93338800
2015-06-02,176.29734802246094,176.9896602917937,175.3881719098124,176.01375390562535,91531000
2015-06-03,176.7644805908203,177.39006270477174,176.272359049112,176.83121087694187,87820900
2015-06-04,175.2714080810547,176.71441374466318,174.95444244387514,176.0554729346047,151882800
2015-06-05,174.97108459472656,175.64671098772672,174.31213122137132,175.12121813650617,121704700
2015-06-08,173.89512634277344,175.01284262577803,173.82005955042598,174.86269631358357,89063300
2015-06-09,173.87008666992188,174.41226536897793,173.23616816329297,173.87008666992188,105034700
2015-06-10,175.9553985595703,176.3390945342066,174.57912295930092,174.6375040066906,134551300
2015-06-11,176.52256774902344,176.90625092683163,176.163894106291,176.39744370865216,73876400
2015-06-12,175.17132568359375,176.3974676259892,174.8960680304539,175.69681872390623,135382400
2015-06-15,174.4206085205078,174.7042026478883,173.31957805773825,174.02857610368824,124384200
2015-06-16,175.37147521972656,175.45489123829736,174.09528904607768,174.2704448665799,85308200
2015-06-17,175.65505981445312,176.2639687165784,174.62910902453174,175.65505981445312,126708600
2015-06-18,177.48182678222656,177.94892608790846,175.68849636344748,176.2556847410608,165867900
2015-06-19,176.69387817382812,177.31412598926084,176.31670580595122,177.23869407356665,130478700
2015-06-22,177.59913635253906,178.1858504674823,177.389594683673,177.61590326708273,70696000
2015-06-23,177.72486877441406,178.06014314189434,177.33094217541498,177.80869056363647,68476800
2015-06-24,176.43409729003906,177.83383419936868,176.40895331120274,177.45666172741434,92307300
2015-06-25,175.89773559570312,177.0627872701884,175.8223036315326,176.93706732990418,97107400
2015-06-26,175.86419677734375,176.50119905946343,175.3110035171433,176.25812348024834,104174800
2015-06-29,172.17616271972656,175.87248009335178,172.10073080338464,174.38054473069502,202621300
