Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-06-30,172.53662109375,173.7687271714941,172.05885993366562,173.71842642616238,182925100
2015-07-01,173.91958618164062,174.36381349909647,173.1317074557654,174.11236093709672,135979900
2015-07-02,173.7603302001953,174.56497583022008,173.34124686546352,174.39734505420904,104373700
2015-07-06,173.26583862304688,174.04532759330135,172.26841810371553,172.46958273607643,117975400
2015-07-07,174.35543823242188,174.48115812001242,171.07820340886838,173.4669835883587,173820200
2015-07-08,171.43026733398438,173.29937585599725,171.19558163567834,173.01440219225583,164020100
2015-07-09,171.74034118652344,173.7938597071695,171.6313882190003,173.53401730299444,144113100
2015-07-10,173.90283203125,174.32191540220694,171.78227119736073,173.74357830398085,129456900
2015-07-13,175.82220458984375,175.93115754691155,175.12652480351883,175.16843568980963,106069400
2015-07-14,176.5849151611328,176.89504546833817,175.72160467422717,175.78028246916543,81709600
2015-07-15,176.52626037597656,177.08783043855627,176.0484992960675,176.62683627094404,97914100
2015-07-16,177.9427947998047,177.9427947998047,177.33931374643913,177.58237646460157,106683300
2015-07-17,178.0936737060547,178.1523515195296,177.52372643497895,177.93441997166292,89030000
2015-07-20,178.1858673095703,178.68038262537763,177.86737263958764,178.31997705977864,70446800
2015-07-21,177.48179626464844,178.31158589033262,177.18005574525498,178.05174347383124,77965000
2015-07-22,177.16326904296875,177.4985433545193,176.76095265851535,176.79447369496677,88667900
2015-07-23,176.1658935546875,177.39799978551758,175.80548796618876,177.2974238611757,90509100
2015-07-24,174.33868408203125,176.32513518785484,174.00342249763736,176.26647016582027,117755000
2015-07-27,173.32447814941406,173.96149299680633,172.88025084236855,173.45021082217173,132361100
2015-07-28,175.45346069335938,175.59594751699711,173.33289967728547,174.16267663784706,123544800
2015-07-29,176.66038513183594,176.88668091477373,175.43665621814563,175.57914301127943,105791300
2015-07-30,176.70233154296875,176.8699623456825,175.52889034515178,176.14913838354406,91304400
2015-07-31,176.43409729003906,177.23035312847801,176.14912367028774,177.2052091496417,103266900
2015-08-03,175.83895874023438,176.45920660497666,174.88344936392738,176.40054159568592,113965700
2015-08-04,175.49534606933594,176.2245469987891,175.00920785323092,175.7635527602922,81820800
2015-08-05,176.0736541748047,177.11297251676348,175.78866782643556,176.3921487685953,85786800
2015-08-06,174.6320343017578,176.36703269285402,174.0453073895004,176.25806693096473,116030800
2015-08-07,174.29678344726562,174.62366798758634,173.39156176882125,174.4728041025508,117858000
2015-08-10,176.49278259277344,176.57659159598262,175.41154029927264,175.41154029927264,80270700
2015-08-11,174.90025329589844,175.5707892503611,174.13751848782954,175.15170587749813,126081400
2015-08-12,175.10977172851562,175.2941694112409,172.12590055628195,173.5926921665188,172123700
2015-08-13,174.89183044433594,175.6377981411544,174.3470145286062,174.95049545068474,89383300
2015-08-14,175.52886962890625,175.60430156281325,174.5565931827419,174.69907998770253,72786500
2015-08-17,176.509521484375,176.509521484375,174.47278255151284,174.9337767923074,79072600
2015-08-18,175.99826049804688,176.5849746982149,175.76357481797967,176.23294617811408,71692700
2015-08-19,174.60690307617188,176.02339413713827,173.7938803074875,175.25228226373437,172946000
2015-08-20,170.9608917236328,174.58176582926043,170.90221390579688,173.08982987419662,194327900
2015-08-21,165.81446838378906,170.9356658445022,165.55463883365647,169.0833123844975,346588500
2015-08-24,158.83261108398438,165.521178671552,152.88162159515264,157.1479003938249,507244300
2015-08-25,156.96347045898438,163.81966744422957,156.67010701883777,163.80290053037342,369833100
2015-08-26,162.98988342285156,163.26646714746195,157.8854390851159,160.9950428129455,339257000
2015-08-27,167.02146911621094,167.14718899583232,163.61851462077476,165.1355941854429,274143900
2015-08-28,167.0298614501953,167.4992327629077,165.88995420957562,166.3760924375732,160414400
2015-08-31,165.68045043945312,166.9041797470813,165.12725721315223,166.04924592365373,163298800
2015-09-01,160.73524475097656,163.24974505608074,159.86354414980423,161.8667622146275,256000400
2015-09-02,163.7862091064453,163.82812001242598,161.28008528599042,163.12405004442417,160269300
2015-09-03,163.90345764160156,165.99887384057524,163.4089424881011,164.498548680043,152087800
2015-09-04,161.42254638671875,162.48702183965443,160.6011464760509,161.6404779472914,207081000
2015-09-08,165.47921752929688,165.63009416033984,163.58496571100363,164.2303575421744,116025700
2015-09-09,163.26644897460938,167.18907489476072,162.8976664530415,167.06335503393143,149347700
2015-09-10,164.1549530029297,165.3032372871655,162.813881169681,163.07371079988835,158611100
2015-09-11,164.9009552001953,164.9680100847655,163.04860078350194,163.76104774132511,119691200
2015-09-14,164.2889862060547,165.12715257925117,163.80284817487228,165.076864643164,79452000
2015-09-15,166.342529296875,166.78675651893494,164.24711304587308,164.79191615537124,113806200
2015-09-16,167.7842254638672,167.97701303805673,166.30067942228308,166.64433088297523,99581600
2015-09-17,167.4070281982422,170.05563798888642,167.02985574836006,167.6501036986477,276046600
2015-09-18,164.6713104248047,167.39265929881478,164.25848189960774,164.8903748888479,223657500
2015-09-21,165.52232360839844,166.55019138954816,164.4691682717408,165.5054695233599,105726200
2015-09-22,163.3738555908203,163.83724642912367,162.23644288370278,163.34858089563085,153890900
2015-09-23,163.11270141601562,164.01419568659233,162.53135762131944,163.5423841592737,92790600
2015-09-24,162.52296447753906,162.98635550538606,160.55146031095703,161.89107112753945,159378800
2015-09-25,162.4807891845703,164.2922109838275,161.60455686002012,163.98890177239065,155054800
2015-09-28,158.4029541015625,161.6888058608741,158.0912242931585,161.57927361212774,178515900
2015-09-29,158.4956512451172,159.86054921571466,157.49304537211324,158.62203759093322,159045600
2015-09-30,161.45291137695312,161.6214136403641,159.60778138124135,160.39132269125668,163452000
2015-10-01,161.87420654296875,162.17751582145019,159.9279773626716,161.83207775453218,131079000
2015-10-02,164.2921905517578,164.3174652449094,159.33814499969475,159.88579334840537,211003300
2015-10-05,167.2157745361328,167.4432596637084,165.412773310527,165.5223055674891,126320800
2015-10-06,166.64285278320312,167.645458619627,165.97726433409338,167.08096895876204,110274500
2015-10-07,168.00779724121094,168.36165595398347,166.38171842976547,167.57810156034955,124307300
2015-10-08,169.52430725097656,169.81076240591693,167.3168850097487,167.62019424906782,153055200
2015-10-09,169.62539672851562,170.1056288317853,168.9935035859668,169.66752550919867,107069200
2015-10-12,169.78546142578125,169.98765898342893,169.27152120693071,169.70120387282964,56395600
2015-10-13,168.71543884277344,170.3246628429936,168.54693660611977,169.05244331608077,88038700
2015-10-14,167.9066619873047,169.23785192319536,167.6117861960261,168.65650809960823,99106200
2015-10-15,170.48480224609375,170.49322286121645,168.2015556695511,168.57226842936475,134142200
2015-10-16,171.2599334716797,171.27677470294674,170.122520421968,170.88922068937657,114580100
2015-10-19,171.34410095214844,171.34410095214844,170.2993794248848,170.6111091895172,76523900
2015-10-20,171.1250762939453,171.7401153082429,170.6532648388185,170.90602464860729,78448500
2015-10-21,170.06349182128906,171.6979777484048,169.89497671945065,171.546329583827,102038000
2015-10-22,172.93649291992188,173.14712394587437,170.06349549641186,171.01553899170682,174911700
2015-10-23,174.8321533203125,175.20286594299878,173.81270646382134,174.61310170504157,144442300
2015-10-26,174.40252685546875,174.71425672678123,174.0318141134213,174.6552867119466,69033000
2015-10-27,174.06553649902344,174.40254109791488,173.38308097403095,173.72851904423058,77905800
2015-10-28,176.04539489746094,176.07066959009023,173.73688726467444,174.40247559707362,135906700
2015-10-29,175.94432067871094,176.31503336353305,175.4219598169516,175.53991268431335,90525500
2015-10-30,175.18603515625,176.45825481288963,175.02596637143978,176.13809153147335,131076900
2015-11-02,177.2586669921875,177.45244395970374,175.38826222844173,175.51464857274294,86270800
2015-11-03,177.77261352539062,178.32868260572008,176.67732944907797,176.90481459210358,95246100
2015-11-04,177.2333984375,178.19387555034388,176.6941834417964,178.06750205756163,96224500
2015-11-05,177.05642700195312,177.75572351815484,176.1633535505789,177.29233271152756,78408700
2015-11-06,176.96376037597656,177.1996789568263,175.63258358056132,176.71101342488367,110471500
2015-11-09,175.3124237060547,176.50038582285393,174.3603673187889,176.34872479335496,131008700
2015-11-10,175.7168731689453,175.75058134163427,174.56261894442042,174.83222004642647,75874600
2015-11-11,175.02598571777344,176.03701220843809,174.95858223760922,175.98646281228974,67846000
2015-11-12,172.5826416015625,174.45304621920195,172.56580037502385,173.98123475815743,121315200
2015-11-13,170.64480590820312,172.43938614845018,170.56056122144213,172.16978515256056,153577100
2015-11-16,173.2398223876953,173.29880525269627,170.34153707442695,170.45950280442887,117645200
2015-11-17,173.11341857910156,174.4361746601543,172.61633247215357,173.5515346872762,121123700
2015-11-18,175.86007690429688,176.00330447904054,173.5515687684409,173.59368469473657,121342500
2015-11-19,175.7084197998047,176.12968188858105,175.41353119530174,175.74211511031137,88220500
2015-11-20,176.34872436523438,177.03116685657776,175.9695910762545,176.46667722971472,94011500
2015-11-23,176.146484375,176.91317138151223,175.68309364190256,176.4076647365927,64931200
2015-11-24,176.38241577148438,176.78682371757952,174.74791705048307,175.13547091585434,98874400
2015-11-25,176.35716247558594,176.71102107833963,176.09596918831448,176.50881065280964,51980100
2015-11-27,176.55934143066406,176.76155183487512,175.9695771549198,176.44980918806263,37317800
2015-11-30,175.82635498046875,176.83738132063255,175.71682273451938,176.71942846187838,112822700
2015-12-01,177.50296020507812,177.62092591342127,176.1802041352072,176.45823861366594,97858400
2015-12-02,175.6915740966797,177.77260994296742,175.43881426017808,177.45244662633874,108441300
2015-12-03,173.23138427734375,176.21391399607774,172.5068130222087,175.94431296360074,166224200
2015-12-04,176.6099853515625,176.9048740752279,173.23146666246407,173.23146666246407,192913900
2015-12-07,175.53994750976562,176.7026223313096,174.57103682659456,176.2813601706007,102027100
2015-12-08,174.36038208007812,175.48936143212396,173.37463030052473,173.97282814413362,103372400
2015-12-09,173.00393676757812,175.81796484564208,172.02660549364796,173.72008756531503,162401500
2015-12-10,173.45050048828125,174.76483654363773,172.83546125333163,173.07136706552882,116128900
2015-12-11,170.0887908935547,171.99289097180136,169.7770481951906,171.3273025053737,211173300
2015-12-14,170.9481201171875,171.07450643490935,168.46267680608162,170.24883648722493,182385200
2015-12-15,172.7427215576172,173.65264916184265,170.92286634916624,172.4646870516679,154069600
2015-12-16,175.2703094482422,175.57361867646947,172.54895986402724,173.87171618164413,197017000
2015-12-17,172.59951782226562,175.6494514837124,172.5826637376671,175.58204800121803,173092500
2015-12-18,169.52464294433594,171.9909699841707,169.3636085710236,171.85537366195902,251393500
2015-12-21,170.92308044433594,171.10106921199636,169.5839681196295,170.7027250994136,99094300
2015-12-22,172.47410583496094,172.7707495191901,170.82140814440086,171.8130267587369,111026200
2015-12-23,174.60989379882812,174.652273312351,173.3894362308753,173.48266598766094,110987200
2015-12-24,174.3217315673828,174.87263941217515,174.10137618891343,174.3556403532474,48539600
2015-12-28,173.92335510253906,173.9657216752346,172.84697774844173,173.62671149921476,65899900
2015-12-29,175.77952575683594,176.11006534109492,174.99132095299322,175.0252168116083,92640700
2015-12-30,174.53363037109375,175.61849175573352,174.38955035051524,175.5337327166103,63317700
2015-12-31,172.78762817382812,174.49965915189773,172.78762817382812,173.85553470295253,114877900
2016-01-04,170.37216186523438,170.38063259302376,168.31263696043297,169.92296757662837,222353500
2016-01-05,170.6603546142578,171.11801971865495,169.55008123714336,170.69425046434188,110845800
2016-01-06,168.50758361816406,169.55852291203462,167.4735857802269,168.1007558923989,152112600
2016-01-07,164.46481323242188,167.3379676138101,164.07493991579202,165.54966124512012,213436100
2016-01-08,162.6595458984375,165.99037807910338,162.37138598568188,165.43099970793693,209817200
2016-01-11,162.82061767578125,163.92242028467783,160.87976024963513,163.5833971337192,187941300
2016-01-12,164.13426208496094,164.88857061699466,161.9984620545479,164.26987130996662,172330500
2016-01-13,160.0406951904297,165.15135126879767,159.65930545504915,164.8038573828774,221168900
2016-01-14,162.66802978515625,163.79525734585224,159.04905033137382,160.65089730027674,240795600
2016-01-15,159.1761932373047,159.98135217332498,157.2353358891122,158.29475894503636,324846400
2016-01-19,159.3880615234375,161.12551774367915,157.8116396603883,160.99839216295302,195244400
2016-01-20,157.34548950195312,158.91344062239094,153.4213957355556,156.8200198633326,286547800
2016-01-21,158.22694396972656,160.0745714508688,156.48948768515635,157.82012916393177,195772900
2016-01-22,161.47300720214844,161.67640812580294,160.0830448500717,160.84582417859346,168319600
2016-01-25,159.03213500976562,161.1594521414183,158.8372047618833,160.96452189353602,130371700
2016-01-26,161.2017822265625,161.48147141771702,159.35415493836427,159.69316508572288,141036800
2016-01-27,159.44741821289062,162.35446898867258,158.54054583268825,160.67634642111452,185681700
2016-01-28,160.2779541015625,161.20176766219626,158.62525715079403,160.99836676512138,143798800
2016-01-29,164.1851348876953,164.32074413134808,160.9305906344845,161.04924548957837,210529300
2016-02-01,164.1258087158203,164.91402616577838,162.5917662555006,163.1765698304092,136061600
2016-02-02,161.16787719726562,162.70191936508724,160.6423946866848,162.693448638229,182564900
2016-02-03,162.13412475585938,162.54093963264765,158.57446548603548,162.22735451224958,205054900
2016-02-04,162.38836669921875,163.3630307107808,160.99840420553886,161.63405802153412,139531800
2016-02-05,159.29483032226562,162.44767401937784,158.65917655966086,161.87135414883915,180788300
2016-02-08,157.15065002441406,157.7439246254155,154.930102403916,157.44729379112297,191526700
2016-02-09,157.15899658203125,158.43878749487254,155.26899008488905,155.40459929580308,184513100
2016-02-10,157.02342224121094,159.6253580605582,156.89628373856425,157.98961537224926,148214100
2016-02-11,154.98086547851562,156.0318177036454,153.4807189558696,154.5401419089568,219058900
2016-02-12,158.1761016845703,158.19304314187306,155.9131756232765,156.76071405518024,127632400
2016-02-16,160.8458251953125,160.87125031093,159.02362293654295,159.9898161272353,120250700
2016-02-17,163.4732208251953,163.84613981340942,161.8883151252854,162.01545365258227,136009500
2016-02-18,162.8036346435547,163.80373659742403,162.49004959994556,163.74440270679062,102343000
2016-02-19,162.7273406982422,162.87989137259137,161.41365385091558,162.02388241312656,114793000
2016-02-22,165.08351135253906,165.2275913136689,164.24444376811522,164.31224838495427,103640300
2016-02-23,162.9985809326172,164.69365762484952,162.87991314904843,164.42243914653608,111455300
2016-02-24,163.7444305419922,164.02411979021895,160.45599005788205,161.56626338930866,150812200
2016-02-25,165.72764587402344,165.7361295343985,163.43082415156576,164.1936035055933,110728300
2016-02-26,165.34622192382812,166.69380453840566,165.1851875989906,166.60058775287493,129833700
2016-02-29,164.049560546875,166.3124869355977,163.854630300407,165.36324789288878,125918100
2016-03-01,167.9058380126953,167.99059702821924,164.80384427122493,165.2784637203747,141799700
2016-03-02,168.66015625,168.71100648923135,167.17696392116832,167.5922624289091,102415000
2016-03-03,169.3212432861328,169.3381976774874,167.90585551969394,168.4821755016354,95172200
2016-03-04,169.8721466064453,170.65189345864823,168.6855978007662,169.51618196474158,129293600
2016-03-07,170.00775146484375,170.41457927258048,168.87205293283836,168.9483282971346,100219000
2016-03-08,168.15159606933594,169.43985792573434,167.99057465314343,168.93134269755143,123974900
2016-03-09,168.98220825195312,169.3296891630479,168.1770364359287,168.96525386308696,94801200
2016-03-10,169.11776733398438,170.4145126823703,167.28709464415917,169.47374475975724,156838700
2016-03-11,171.84689331054688,171.88927281998374,169.10087697982004,170.57558562190354,137964500
2016-03-14,171.62652587890625,172.08419092432308,171.00782646841748,171.3383659268879,73612000
2016-03-15,171.34681701660156,171.65193132271253,170.39757825643773,170.66031306095394,93169100
2016-03-16,172.33848571777344,172.74531353326242,170.82139740296645,170.86377691696472,129303200
2016-03-17,173.4318389892578,173.94035442245266,171.85541657476804,172.25376077693147,134278500
2016-03-18,174.11334228515625,174.45410103134813,173.619233003799,173.93443549398214,138372400
2016-03-21,174.3603515625,174.59037081442185,173.61919430521965,173.8492135571415,72926700
2016-03-22,174.2666473388672,174.83742528186085,173.42326504955457,173.585116974404,97471900
2016-03-23,173.1165771484375,174.0707118598421,172.94618480787767,173.8832906845147,81052500
2016-03-24,173.03990173339844,173.07398540240297,171.86427513496162,172.08576698704715,84360900
2016-03-28,173.14208984375,173.67026956910615,172.69057885289251,173.45729219609387,62408200
2016-03-29,174.7437744140625,174.85452687338238,172.4265781824373,172.73326630130285,92922900
2016-03-30,175.51043701171875,176.2345524447843,175.14410908748897,175.7489706836827,86365300
2016-03-31,175.08444213867188,175.8426410653018,174.9225772556092,175.41668632002416,94584100
2016-04-01,176.27716064453125,176.46458182598812,173.77254394607206,174.08775938712822,114423500
2016-04-04,175.7063751220703,176.40494731364376,175.39968711098373,176.20048430654924,63497000
2016-04-05,173.95144653320312,175.7148928811558,173.69587101925197,174.36035955605857,99662200
2016-04-06,175.8511962890625,175.91083620681303,173.77253456987023,173.95144132401163,91839800
2016-04-07,173.74700927734375,175.1185846397806,173.0143662949406,174.76078406685522,113859000
2016-04-08,174.2155303955078,175.36561366866746,173.67882313481863,174.9311314103533,95040600
2016-04-11,173.80661010742188,175.5530274864749,173.71289952613287,174.85445533520982,83757500
2016-04-12,175.42526245117188,175.70639424185225,173.53402167685792,173.97701840754624,115350600
2016-04-13,177.19723510742188,177.2824312854836,176.20901663799754,176.3453253232516,96336400
2016-04-14,177.2057647705078,177.70840146573477,176.85649160827506,177.25689028121016,65212900
2016-04-15,177.00978088378906,177.34202511765204,176.68605106649872,177.2057164578341,75761600
