Date,close,high,low,open,volume,returns
2015-01-02,170.5896453857422,171.7937396125908,169.55164185979788,171.37853820221306,121465900,
2015-01-05,167.50885009765625,169.7094124002523,167.20160512320268,169.54333437814066,169632600,-0.01805968516506118
2015-01-06,165.93104553222656,168.33920788655956,165.13385349984176,167.81605021934024,209151400,-0.009419231070536549
2015-01-07,167.9987335205078,168.33920159823194,166.81126398675295,167.2596757769494,125346700,0.012461127944135564
2015-01-08,170.9799041748047,171.19581697776195,169.3938447097477,169.41044364002198,147217800,0.017745197191816775
2015-01-09,169.60971069335938,171.41168259857324,168.99520828157452,171.3950710007043,158567300,-0.00801376915058083
2015-01-12,168.2810821533203,169.90037736326255,167.67489180198814,169.74259884160148,144396100,-0.007833446178333037
2015-01-13,167.80780029296875,170.63116476055004,166.50406180754825,169.50181643932927,214553300,-0.0028124484005894734
2015-01-14,166.79469299316406,166.99399421006802,164.89307631509837,165.78990011381592,192991100,-0.006037307550876281
2015-01-15,165.26673889160156,167.74963470481038,165.1504830274808,167.43409031416195,176613900,-0.009160687754166896
2015-01-16,167.43408203125,167.5918605542384,164.8764404761802,165.05913006375218,211879600,0.013114212540189296
2015-01-20,167.79115295410156,168.33922172950153,166.22169249432056,168.0734868065421,130991100,0.002132605969583423
2015-01-21,168.63821411132812,169.1198492900186,166.86115250006287,167.32617607371105,122942700,0.0050483064351924956
2015-01-22,171.14601135253906,171.27886616224333,168.0153894461542,169.3938610482265,174356000,0.014870871672985064
2015-01-23,170.20765686035156,171.14601604559238,170.0747893760635,170.88858054318155,117516800,-0.005482771609877646
2015-01-26,170.60617065429688,170.69751542519236,169.27753441601303,169.99168098730456,92009700,0.0023413388169268856
2015-01-27,168.3558349609375,169.50178198222102,167.52543232505212,168.5468240193283,134044600,-0.013190236230782526
2015-01-28,166.19674682617188,169.64291194582583,166.0057578093962,169.54326770593173,168514300,-0.012824551850350696
2015-01-29,167.7329864501953,167.99040916855333,164.9843438443767,166.39603807048923,173585400,0.009243499968325075
2015-01-30,165.6238555908203,167.88255248867736,165.35813325215972,166.55391545348903,197729700,-0.01257433557949117
2015-02-02,167.67494201660156,167.7662868369747,164.303508471643,166.12209274119994,163107000,0.012384003611463523
2015-02-03,170.09970092773438,170.10801306486388,168.1980841533659,168.57176286691228,124212900,0.014461069030175855
2015-02-04,169.45196533203125,170.54810292890306,168.99524133333466,169.33570946608478,134306700,-0.003807976099724608
2015-02-05,171.16259765625,171.31207672868194,170.04156163223797,170.1162948329842,97953200,0.0100950869520271
2015-02-06,170.6892547607422,172.0926371639759,170.1660970747955,171.52795681437755,125672000,-0.0027654575356377276
2015-02-09,169.92527770996094,170.76397972317702,169.51837589928564,170.04153356001996,87219000,-0.004475835645613047
2015-02-10,171.7355499267578,171.99297269079014,169.96678843449558,170.96328163466086,96164200,0.01065334269976459
2015-02-11,171.835205078125,172.2670179808579,170.92176981461634,171.56948283324658,91087800,0.0005802825996696903
2015-02-12,173.48770141601562,173.54583567729958,171.86841895725738,172.63238779239109,97545900,0.009616750753370429
2015-02-13,174.20187377929688,174.2516959129132,173.35485949500125,173.6122949702512,93670400,0.004116559026675404
2015-02-17,174.4758758544922,174.65026596077396,173.63717386183822,173.88628448375928,76968200,0.0015728997010815426
2015-02-18,174.4925079345703,174.56724112991867,173.83648276400965,174.10221768649967,80652900,9.532595836914126e-05
2015-02-19,174.36793518066406,174.73331435364972,173.7534453633138,173.89461228543314,91462500,-0.0007139146280880082
2015-02-20,175.41429138183594,175.4890245925324,173.3299722521773,173.95277434986343,140896400,0.006000852164061765
2015-02-23,175.3893585205078,175.3893585205078,174.78315543099953,175.16514624533434,74411100,-0.0001421370011058798
2015-02-24,175.88760375976562,176.0869049805219,175.01567834149998,175.3146238371642,72472300,0.0028407951512039453
2015-02-25,175.73809814453125,176.24464421388257,175.39763005329206,175.7630092077012,73061700,-0.0008500065498565634
2015-02-26,175.53054809570312,175.8045825404924,174.9243449280142,175.6468039809827,72697900,-0.0011810190904503193
2015-02-27,174.93263244628906,175.69660139502935,174.88281031260112,175.43086645410784,108076000,-0.0034063338598365744
2015-03-02,176.03704833984375,176.0951699318348,174.98243351032423,175.03225563801308,87491400,0.006313378345196963
2015-03-03,175.31459045410156,176.086871450403,174.45097733715266,175.60523642849265,110325800,-0.004104010448683915
2015-03-04,174.5755615234375,174.79147434157974,173.60399185461756,174.71672846633203,114497200,-0.004215444526036394
2015-03-05,174.7665557861328,175.0488896598261,174.26000963818214,174.8994105866747,76873000,0.0010940492531061885
2015-03-06,172.30857849121094,174.33476332106056,171.97642244442355,173.90295032348416,188128000,-0.014064345914842957
2015-03-09,173.0227508544922,173.379818023781,172.3501265246651,172.50790510493422,89818900,0.004144729006151371
2015-03-10,170.21592712402344,171.7355654536372,170.17440445843954,171.65253279340791,157121300,-0.016222281269988703
2015-03-11,169.81732177734375,170.6477243288222,169.73427645382097,170.47333421779928,110145700,-0.002341762920864965
2015-03-12,171.9763946533203,172.04281571519147,170.39862200869325,170.44844414056607,93993500,0.012714090961859714
2015-03-13,170.9217987060547,172.66563686984932,169.88379527369824,171.70237931453718,162410900,-0.006132213373768791
2015-03-16,173.2054443359375,173.29678916490437,170.94674735688687,171.65259491444385,136099200,0.013360762917140612
2015-03-17,172.69053649902344,173.07251461307354,171.87673279859945,172.46632424107491,94510400,-0.0029728155421915314
2015-03-18,174.7665557861328,175.43917993796543,171.57779982527737,172.21721344470942,228808500,0.012021615829082233
2015-03-19,173.96934509277344,174.77483663026706,173.57905485621723,174.35133586484864,117917300,-0.004561574666121726
2015-03-20,175.5049591064453,176.01376634142156,174.7375799979974,174.92108508126748,177715100,0.008826923001020504
2015-03-23,175.16297912597656,176.088841096171,175.16297912597656,175.51330355692855,71784500,-0.0019485488171382404
2015-03-24,174.17874145507812,175.49662318585436,174.1120111717793,175.0378731703627,77805300,-0.0056189822518979415
2015-03-25,171.6263427734375,174.62080514368165,171.58464748611448,174.3872555336764,159521700,-0.014653904720622335
2015-03-26,171.2176513671875,172.1351641310568,170.25841785757385,170.95907947257433,153067200,-0.0023812859940126607
2015-03-27,171.60968017578125,171.7848360301773,170.90901857569716,171.10087291003566,118939000,0.0022896518289052814
2015-03-30,173.70323181152344,174.0035116169121,172.6272365999199,172.64390961925017,96180400,0.01219949616826832
2015-03-31,172.18524169921875,173.5782159563414,172.12686064447558,172.87755420690462,126768700,-0.008738986007766236
2015-04-01,171.57630920410156,172.17686901889715,170.5837169344394,172.15184675390566,137303600,-0.0035364964448050262
2015-04-02,172.1935272216797,172.64394064696353,171.32604641576555,171.50955148134364,86900900,0.0035973382365037665
2015-04-06,173.35296630859375,173.87011008819428,171.16760365028182,171.30105148767876,114368200,0.006733348840815667
2015-04-07,172.8942108154297,174.12868927369874,172.8608520365578,173.37799583782578,81236300,-0.0026463665602780573
2015-04-08,173.47804260253906,173.92011949792763,172.72734934970873,173.1193817252416,89351900,0.003376815130800681
2015-04-09,174.2454376220703,174.47898722119766,172.81911776507818,173.3112392255609,85548900,0.0044235858787584625
2015-04-10,175.1963348388672,175.23804285485818,174.29550787645923,174.49568598921678,72722900,0.0054572287789784735
2015-04-13,174.40390014648438,175.68843551975615,174.3538556278499,175.05450434372696,74436600,-0.004523123689269215
2015-04-14,174.7375946044922,174.92109970310165,173.57818296918722,174.20376506149208,75099900,0.0019133428651969542
2015-04-15,175.52166748046875,176.03047481791884,175.12129845792657,175.2047145043945,99529300,0.004487144725502601
2015-04-16,175.4716033935547,175.9804106743164,174.98781837844513,175.188009231163,68934900,-0.0002852302375695448
2015-04-17,173.4530487060547,174.5207077292204,172.66898382677687,174.27882160119827,191113200,-0.011503597439482594
2015-04-20,175.037841796875,175.37148042606813,174.2954850285471,174.37888832209643,92189500,0.009136726639530135
